nameseq,k1,k2,k3,k4,k5,label
URS000011D1B3/Leptospira,1.6145194881904399,3.0924740084598525,4.350125113494198,5.201669086563836,5.6449315742584565,snoRNA
URS000021EB5B/Streptococcus,1.785843396293333,3.5020631146183003,4.881036460938388,5.76034605774869,6.186820297301014,snoRNA
URS0000133A43/Escherichia,1.9754865936900017,3.8709437619093423,5.551609823544162,6.467144181341543,6.727626856270015,snoRNA
URS00002766F3/Streptococcus,1.885799470897723,3.723092903836753,5.224424679861502,5.991628877263271,6.297079327540665,snoRNA
URS000013F26B/Staphylococcus,1.770074930164616,3.451868474681964,4.734358036785406,5.555833345320542,6.028595003610021,snoRNA
URS00001BC080/Staphylococcus,1.9208748552464296,3.7213784350155534,5.09897433498265,5.875725480175073,6.290467286835231,snoRNA
URS0000D197EE/Methylobacter,1.9815269037907832,3.8546431942866533,5.259932944952134,5.868521659182303,5.9375,snoRNA
URS0000DD0931/Gelidibacter,1.9472061206533193,3.7880915079690705,5.110149915831812,5.72838985877397,5.897950452316981,snoRNA
URS000006F5B6/uncultured,1.969667142641991,3.9313288280998813,5.855057857412287,7.660506345998031,8.984857832322374,snoRNA
URS0000EDFF53/Chryseobacterium,1.885216144544114,3.6021524022213325,5.036374043404202,5.610754159149018,5.78125,snoRNA
URS0001A120C7/Staphylococcus,1.8819311025503194,3.689907058390034,5.287225312781772,6.064820101298677,6.326846660262595,snoRNA
URS0002195F7C/Chitinimonas,1.9775642355317689,3.766049212043405,5.328117973802298,6.253259778224799,6.5790035619597,snoRNA
URS00021C3EE7/Amycolatopsis,1.9518710822870515,3.83511538952501,5.351168910888082,6.2397494777370275,6.543856189774738,snoRNA
URS000223EE6B/Micromonospora,1.8106846166431994,3.5440870105127207,4.971046849148743,5.911014064623291,6.3263263170493165,snoRNA
URS00009CC3B1/Pseudomonas,1.9996122134829046,3.9641710646130313,5.8128774354679225,7.166775072627795,7.6755998664238625,snoRNA
URS00009D810D/Pseudomonas,1.9935106757124066,3.9071872514553805,5.621942004905924,6.807188301554295,7.33014248510229,snoRNA
URS00009DD761/Pseudomonas,1.971868580204815,3.8624445316545875,5.495218935866842,6.499720622858218,6.895534530011778,snoRNA
URS00022871BE/Salmonella,1.9581365745136625,3.825617096630714,5.245948569012988,6.0407538977363116,6.312515580378014,snoRNA
URS00009FB687/Pseudomonas,1.9938336244257964,3.9186555139599752,5.766300018547526,7.242366613359503,8.107918761003887,snoRNA
URS0000A1840A/Pseudomonas,1.9630149958290817,3.822362679483497,5.43860391588887,6.220996476185452,6.5016291673878275,snoRNA
URS0000A2443F/Pseudomonas,1.9897581672847804,3.9094740556787904,5.677894962697852,6.861557016400436,7.255388121206811,snoRNA
URS0000A32033/Pseudomonas,1.9355793456148132,3.8398115192698703,5.590293656005527,6.766074842409849,7.31598797775145,snoRNA
URS0000A3B33E/Pseudomonas,1.966885342603789,3.8687277696610596,5.607193447895218,7.031231627897978,7.89451533841808,snoRNA
URS0000A4C2E6/Pseudomonas,1.946556365887398,3.7268798458245227,4.913298827786959,5.552599169497324,5.760647923290099,snoRNA
URS0000A58AEB/Pseudomonas,1.925702075063561,3.790519237623911,5.377181007650264,6.288758439731468,6.500519372583019,snoRNA
URS0000A591FB/Pseudomonas,1.976622463899227,3.905911792994473,5.486465149614783,6.251471848719184,6.480083695187461,snoRNA
URS0000A5B0A8/Pseudomonas,1.966669739633014,3.8308789875457565,5.42754420718618,6.346910197583212,6.75853352920526,snoRNA
URS0000A5B359/Pseudomonas,1.9982963333443389,3.9523612793795797,5.819939835551465,7.405421490667967,8.29616983544293,snoRNA
URS0000A6B2A9/Pseudomonas,1.9735313602578781,3.8787831655581466,5.688412079225753,7.154663326173135,8.035904113025857,snoRNA
URS0000ACD50E/Curtobacterium,1.9638170963677668,3.686388673760707,4.794274764563713,5.413716068381601,5.721640821133974,snoRNA
URS0000AFD6AD/Curtobacterium,1.8979212893835287,3.6424346494648048,4.577819531114783,4.954196310386877,4.906890595608519,snoRNA
URS0000AFEADD/Chryseobacterium,1.9528865098712558,3.7477447091004317,5.140487441409875,5.9153480042144135,6.254886164091849,snoRNA
URS0000B1334F/Curtobacterium,1.9561708801843922,3.636392479497409,4.836559779618314,5.440361758939866,5.680813428089393,snoRNA
URS0000BE89A6/Paenibacillus,1.9833708273715118,3.8954564585941145,5.315317222404064,6.125872799515588,6.3807419852185525,snoRNA
URS0000C0B18F/Microbacterium,1.9223208737187636,3.5549611132826646,4.648134538882724,5.283856189774728,5.45144453799276,snoRNA
URS0000C72534/Ignavibacterium,1.8611256607167062,3.6671466790047127,5.133527757736191,5.9514732946910405,6.336318803578969,snoRNA
URS0000C98035/Burkholderia,1.8758713812896584,3.6076493984707336,5.033556109791909,6.037315880193579,6.607502433240112,snoRNA
URS0000D37944/Bacillus,1.95771161487139,3.8274721699287846,5.352500445259952,6.091718904823089,6.388621176699436,snoRNA
URS0000D85AD9/Acidobacteria,1.977872154938133,3.773716061571929,5.215077584342489,6.089318245587821,6.47634691059895,snoRNA
URS0000D88A8E/Oceanospirillum,1.9682512586865006,3.880736671671555,5.548069644016417,6.378307694912676,6.658211482751779,snoRNA
URS0000DB4D4F/Armatimonadetes,1.9655158573104687,3.849416051886429,5.542150968813319,6.4430142922329665,6.741517417504049,snoRNA
URS0000DB602F/Gammaproteobacteria,1.8625225780952832,3.5914839787208397,4.989983887659377,5.842870886507683,6.343898136046725,snoRNA
URS0000DC984A/Flavobacterium,1.9687065531845063,3.8012991659423156,5.44938977466817,6.233918404881142,6.573242687335718,snoRNA
URS0000DD0E8D/Streptococcus,1.9824898605456862,3.8495660369674725,5.444794769266645,6.448604951964547,6.90603611255344,snoRNA
URS0000DD4CD6/Streptococcus,1.918094540836075,3.723239496119092,5.220155401728374,6.042250376719578,6.3807419852185525,snoRNA
URS0000DE4858/Pseudogracilibacillus,1.9514199778683137,3.868584579867538,5.394821574253304,6.181265755906957,6.485645082015158,snoRNA
URS0000DE7CF5/Paenibacillus,1.912960719258197,3.4589755304921432,4.33622754166864,4.643942707918268,4.817077539208647,snoRNA
URS0000DED1A1/Streptococcus,1.8763723283750169,3.672222679639378,5.158481233610913,6.187320728464648,6.672551900262669,snoRNA
nameseq,k1,k2,k3,k4,k5,label
URS0000000003/uncultured,1.9887516703402834,3.955068042198413,5.843915337138633,7.406867090865837,8.178593376417352,rRNA
URS0000000004/uncultured,1.9455816306007,3.87141351229524,5.711969419105409,7.263734808836059,8.082354862830018,rRNA
URS0000000005/uncultured,1.9580016742185178,3.908924024614349,5.781880130082877,7.413436911781969,8.39078890868178,rRNA
URS0000000009/uncultured,1.9897375067678247,3.968258220022903,5.857287048566893,7.417834085549441,8.217773233128685,rRNA
URS000000000A/uncultured,1.9545759947090446,3.9007834328607043,5.778490220983264,7.329964419826965,8.172395805024099,rRNA
URS000000000B/uncultured,1.9584297581021852,3.895540770464053,5.759224872947136,7.3609837216978145,8.286581898676427,rRNA
URS000000000C/uncultured,1.9552021068458114,3.9017669634328787,5.81754434408084,7.5653048590270915,8.767206600998856,rRNA
URS000000000F/uncultured,1.9786110460817141,3.949942673334309,5.9066580404688525,7.775721550171557,9.266095597772402,rRNA
URS0000000011/Shewanella,1.984244984901815,3.9596474158231025,5.917648494241769,7.834048461850362,9.587352183930273,rRNA
URS0000000012/uncultured,1.9747598548691632,3.9332748383694653,5.850994936035326,7.535257428281746,8.49060165977805,rRNA
URS0000000015/uncultured,1.9720964896031645,3.881640947295857,5.649652035188788,6.964457370198728,7.576814950488209,rRNA
URS0000000017/uncultured,1.984971607735387,3.965613588554655,5.927762166749582,7.808610987734039,9.332452836500467,rRNA
URS000000001A/uncultured,1.969210002713007,3.918222033589653,5.849981033518341,7.695762900091832,9.231280804088511,rRNA
URS000000001F/uncultured,1.9784116323639045,3.9524697853149506,5.898959839488386,7.7698882047702,9.321713940708758,rRNA
URS0000000021/uncultured,1.9493606639717473,3.89059898825214,5.804849145501466,7.62993272428003,9.057961360158403,rRNA
URS0000000026/uncultured,1.965896500433128,3.8980440645332664,5.734014441606662,7.122896922927193,7.749561460832809,rRNA
URS0000000027/uncultured,1.9800451733380209,3.9570199043681957,5.918369126497311,7.781869006646164,9.250346397177816,rRNA
URS000000002D/uncultured,1.977496872100989,3.953998184740628,5.905639919060283,7.761681949583946,9.247704552213824,rRNA
URS000000002E/uncultured,1.9801546714489988,3.9562361206301437,5.92027912046585,7.809227457022753,9.331464985446294,rRNA
URS0000000030/uncultured,1.9613264225315996,3.9079702875917355,5.834840377439277,7.673646817127599,9.126753148072154,rRNA
URS0000000031/uncultured,1.9395078421825136,3.8713528775158923,5.78221427391534,7.579394677385095,9.050154286205581,rRNA
URS0000000034/uncultured,1.9832656163207902,3.949348023378994,5.868167580636889,7.517700911580565,8.427529374533396,rRNA
URS0000000035/uncultured,1.9797343145337436,3.9489681901129985,5.888710437919571,7.64161067127064,8.69084614417592,rRNA
URS000000003D/uncultured,1.9711251759566135,3.919415476704728,5.802192407614835,7.456046019212836,8.43985150569384,rRNA
URS0000000042/uncultured,1.9742163856106465,3.838519405984298,5.458585099766767,6.205431785419197,6.480795834054494,rRNA
URS0000000045/uncultured,1.9721655466804737,3.9354099646019014,5.863360363850661,7.636097284960615,8.924896985677426,rRNA
URS0000000046/uncultured,1.9813248333982225,3.9593185150953523,5.915438579073372,7.779587882286327,9.247611928263103,rRNA
URS0000000048/uncultured,1.977253867284178,3.9398156550653014,5.72276921547382,7.0474399783233785,7.585087422565596,rRNA
URS0000000049/uncultured,1.9810930821874522,3.959735620412628,5.908594193406002,7.717599006658169,8.93556586150469,rRNA
URS000000004A/Streptococcus,1.9798591070738656,3.9406648338442882,5.870473136451714,7.51287401785952,8.473060944921906,rRNA
URS000000005D/uncultured,1.9793283918870541,3.949758435935377,5.900562055648521,7.776601631352462,9.307945027352156,rRNA
URS0000000060/uncultured,1.986143148815341,3.963614439401669,5.9167937291551524,7.713199319229628,8.9844943766743,rRNA
URS0000000062/uncultured,1.9658964706858817,3.910716344923173,5.802955888387592,7.393092469283208,8.224926406775394,rRNA
URS0000000065/uncultured,1.9680421279354343,3.9298482407022823,5.851831830272488,7.601357932909514,8.771555313188715,rRNA
URS0000000067/uncultured,1.972919443376706,3.9280996951786875,5.841667100802576,7.435890606821284,8.21379526376812,rRNA
URS0000000068/uncultured,1.9691635946549804,3.934150883421663,5.863200243704597,7.624622659125735,8.846910096898808,rRNA
URS0000000069/uncultured,1.9364123357366931,3.8378528711712625,5.562621795281406,6.818121758761522,7.3881700920300535,rRNA
URS000000006F/Vibrio,1.9770360048030124,3.950980256503568,5.903521498374867,7.76994856179711,9.286705775587869,rRNA
URS0000000072/uncultured,1.9831249190276456,3.960615203835147,5.9139677354421325,7.778442329080347,9.28813784339015,rRNA
URS0000000073/uncultured,1.9727471591552839,3.9400476466972916,5.888438947353101,7.748239133594363,9.235630089650634,rRNA
URS0000000075/uncultured,1.990344605788826,3.9470062109768618,5.718190379138996,6.726320852159731,7.14568950753698,rRNA
URS0000000076/uncultured,1.9900329491141289,3.972976800451393,5.898622722097166,7.554712290802408,8.459555810390963,rRNA
URS0000000079/uncultured,1.9849227133327454,3.964551002589629,5.927272604881253,7.725526082553047,8.833543313649768,rRNA
URS000000007A/Paraburkholderia,1.9703379283201115,3.9344704747549937,5.876850317036177,7.738804042718038,9.26960968442388,rRNA
URS000000007D/uncultured,1.9787835920809016,3.9543396991487927,5.91311782904583,7.792424190054986,9.301884672312582,rRNA
URS0000000087/uncultured,1.9539216018698802,3.892710653455993,5.793810243787242,7.411950946368519,8.396585939863627,rRNA
URS0000000089/uncultured,1.9759017676298365,3.9459263169185657,5.893426856639372,7.744457747011567,9.213023899766084,rRNA
URS000000008B/uncultured,1.9888171915068356,3.970264185029987,5.91827817814648,7.715338816338249,9.00745008259548,rRNA
URS000000008E/uncultured,1.9960612285360562,3.97475839005535,5.915488224311104,7.678676660331567,8.797650406548934,rRNA
URS0000000093/uncultured,1.9713738620329568,3.9141549760634993,5.682736022513036,6.843342350136086,7.418456806801401,rRNA
URS0000000099/uncultured,1.9799235670740076,3.958157150383606,5.916898541882839,7.798709104914713,9.34523457840926,rRNA
URS000000009B/uncultured,1.972654985365749,3.9359928118894323,5.87194132030145,7.664810204018348,8.864467094282311,rRNA
URS000000009E/uncultured,1.9765825794003953,3.935401540917875,5.82962944526022,7.433144703772418,8.285398996336852,rRNA
URS000000009F/uncultured,1.9855467182696405,3.964517291026108,5.925113103980076,7.802469938040863,9.302655241414099,rRNA
URS00000000A0/uncultured,1.9881501896363,3.9692047111013804,5.94037845874902,7.837863724075451,9.38852106374357,rRNA
URS00000000A5/uncultured,1.95906148720663,3.885972151565773,5.632044563800285,6.843242803426953,7.352743760032361,rRNA
URS00000000A7/uncultured,1.9661245527164675,3.916908855474892,5.828970712296629,7.576026951515099,8.775651150704116,rRNA
URS00000000AB/uncultured,1.96524082811945,3.9255155781744566,5.854850082147955,7.6362826331893325,8.905946365259528,rRNA
URS00000000AE/uncultured,1.9732235226858814,3.936768130113277,5.859000747718616,7.4852387860805045,8.34918445306056,rRNA
URS00000000B0/uncultured,1.9587649680341837,3.912859248361194,5.851168282323707,7.704517335938576,9.234473389104439,rRNA
URS00000000B3/uncultured,1.968348431598193,3.93132534813613,5.8568756140527665,7.634187308297711,8.872277904471552,rRNA
URS00000000B4/uncultured,1.9619174302607365,3.9025277612527347,5.799324154439937,7.365997778059867,8.155433069704959,rRNA
URS00000000B5/uncultured,1.9827048138676595,3.953991065673743,5.897896243974731,7.713276694704887,8.966734677736426,rRNA
URS00000000B6/uncultured,1.9797598127152103,3.940240407766669,5.822994135470827,7.342250968041947,8.206053591524315,rRNA
URS00000000B9/uncultured,1.9731261749290825,3.9350790966834013,5.876391784659496,7.7379672299978575,9.258208882943716,rRNA
URS00000000BE/uncultured,1.9657584052497266,3.896075113317141,5.728610425474318,7.061340001014609,7.5786865379231,rRNA
URS00000000BF/uncultured,1.971135518171024,3.9276273465687725,5.841337266499684,7.525347589931694,8.528500566226013,rRNA
URS00000000C2/uncultured,1.9674094301963039,3.9231637181608954,5.840297957981998,7.640401547849875,8.97731362348451,rRNA
URS00000000C5/uncultured,1.9768079310929259,3.9372794783090517,5.821878985286904,7.359844683721254,8.196410830596934,rRNA
URS00000000C6/uncultured,1.9759398383633648,3.933547025599235,5.833700603857616,7.487787303295393,8.432454836282874,rRNA
URS00000000C8/uncultured,1.9616273606322796,3.9118678813758727,5.794404505127108,7.345684212138531,8.193102696467927,rRNA
URS00000000CA/uncultured,1.9651257711517678,3.916267638661159,5.827949441302125,7.536572224098194,8.627163487677281,rRNA
URS00000000CB/uncultured,1.9848885929234148,3.9588538491205543,5.877983765524723,7.510414501918253,8.460342765368596,rRNA
URS00000000CD/Kitasatospora,1.9527532630425346,3.8977783724356887,5.805495826103045,7.52094974197488,8.710139394423543,rRNA
URS00000000CF/uncultured,1.9539347452841198,3.903354034053051,5.801892232940649,7.4229989708455335,8.359367476851647,rRNA
URS00000000D3/uncultured,1.9770326931386404,3.901836056729134,5.648330791706068,6.880753309878128,7.527677333127492,rRNA
URS00000000D8/uncultured,1.9699677371220083,3.9301778451880423,5.82061765220573,7.4477157862140855,8.446795859943952,rRNA
URS00000000DA/uncultured,1.9770015738793691,3.932891962635748,5.811666588015571,7.316679713853408,8.104203480105491,rRNA
URS00000000DB/uncultured,1.9777229271787062,3.94395730476672,5.881559119864998,7.675515835613173,8.980537805331656,rRNA
URS00000000E2/uncultured,1.9930847949188066,3.967606449258664,5.873807860485029,7.41718583402412,8.210487887694272,rRNA
URS00000000E3/uncultured,1.9861990332716832,3.9652340717967482,5.872941558729934,7.536666450323674,8.490579928736695,rRNA
URS00000000E4/uncultured,1.9830322214569893,3.950361745402132,5.862760127014397,7.433577693160579,8.289597285207899,rRNA
