nameseq,avg_betweenness.1-mer,avg_degree.1-mer,assortativity_degree.1-mer,maxdegree.1-mer,mindegree.1-mer,std_degree.1-mer,average_path_length.1-mer,transitivity_avglocal_undirected.1-mer,transitivity_undirected.1-mer,number_of_edges.1-mer,motifs3.1-mer,motifs4.1-mer,authority_score.1-mer,closeness.1-mer,Burts_constraint.1-mer,count_multiple.1-mer,density.1-mer,diameter.1-mer,eccentricity.1-mer,edge_betweenness.1-mer,hub_score.1-mer,maxdegreetwo.1-mer,neighborhood_size.1-mer,radius.1-mer,avg_weighted_degree.1-mer,number_vertices.1-mer,avg_betweenness.2-mer,avg_degree.2-mer,assortativity_degree.2-mer,maxdegree.2-mer,mindegree.2-mer,std_degree.2-mer,average_path_length.2-mer,transitivity_avglocal_undirected.2-mer,transitivity_undirected.2-mer,number_of_edges.2-mer,motifs3.2-mer,motifs4.2-mer,authority_score.2-mer,closeness.2-mer,Burts_constraint.2-mer,count_multiple.2-mer,density.2-mer,diameter.2-mer,eccentricity.2-mer,edge_betweenness.2-mer,hub_score.2-mer,maxdegreetwo.2-mer,neighborhood_size.2-mer,radius.2-mer,avg_weighted_degree.2-mer,number_vertices.2-mer,avg_betweenness.3-mer,avg_degree.3-mer,assortativity_degree.3-mer,maxdegree.3-mer,mindegree.3-mer,std_degree.3-mer,average_path_length.3-mer,transitivity_avglocal_undirected.3-mer,transitivity_undirected.3-mer,number_of_edges.3-mer,motifs3.3-mer,motifs4.3-mer,authority_score.3-mer,closeness.3-mer,Burts_constraint.3-mer,count_multiple.3-mer,density.3-mer,diameter.3-mer,eccentricity.3-mer,edge_betweenness.3-mer,hub_score.3-mer,maxdegreetwo.3-mer,neighborhood_size.3-mer,radius.3-mer,avg_weighted_degree.3-mer,number_vertices.3-mer,label
AE006468.2/2801658-2800124,0.0,767.0,-0.014060699020864749,973.0,621.0,130.12493996156155,1.0,1.0,1.0,1534.0,4.0,1.0,0.8385862408516922,1.0,0.9334891568524897,173.18122555410696,255.66666666666666,1.0,1.0,0.003911342894393743,0.8385862408516922,661.0,4.0,1.0,767.0,4.0,4.124999999999999,191.62500000000003,0.3871285547538239,312.0,126.0,50.092258633445546,1.55,0.4357142857142857,0.4230769230769231,1533.0,224.0,896.0,0.5466272244461831,0.6453804347826086,0.2992736567111022,31.007827788649706,12.775,2.0,2.0,0.12133072407045004,0.5466272244461831,240.0,7.749999999999999,2.0,191.62500000000003,16.0,42.109375,47.875,0.5264977656455925,94.0,6.0,17.25045289260546,2.3368055555555554,0.11063988095238092,0.09805153991200503,1532.0,1487.0,10289.0,0.2445291133294507,0.428231561822951,0.18737673213381303,8.015665796344631,0.7599206349206349,3.0,3.0,3.075065274151433,0.2445291133294507,86.0,8.531249999999998,3.0,47.875,64.0,rRNA
AE006468.2/3572009-3570475,0.0,767.0,-0.01510724210165516,973.0,621.0,130.12493996156155,1.0,1.0,1.0,1534.0,4.0,1.0,0.8388516930929695,1.0,0.9331936822712428,173.30638852672772,255.66666666666666,1.0,1.0,0.0039113428943937404,0.8388516930929695,661.0,4.0,1.0,767.0,4.0,4.125,191.62500000000003,0.3893863694512582,312.0,124.0,50.04732135689182,1.55,0.4357142857142857,0.4230769230769231,1533.0,224.0,896.0,0.5460837326256198,0.6453804347826086,0.29937055965108,31.088714938030016,12.775,2.0,2.0,0.12133072407045004,0.5460837326256198,240.0,7.749999999999999,2.0,191.62500000000003,16.0,42.109375,47.875,0.5283376279275207,94.0,6.0,17.25045289260546,2.3368055555555554,0.11063988095238092,0.09805153991200503,1532.0,1487.0,10289.0,0.24377266264101605,0.428231561822951,0.1873080412665742,8.02610966057442,0.7599206349206349,3.0,3.0,3.0750652741514344,0.24377266264101605,86.0,8.531249999999998,3.0,47.875,64.0,rRNA
AE006468.2/4394693-4396228,0.0,767.5,-0.015149472658645134,973.0,619.0,130.72585819186654,1.0,1.0,1.0,1535.0,4.0,1.0,0.8393204042897161,1.0,0.9332572847300047,173.444299674267,255.83333333333334,1.0,1.0,0.003908794788273611,0.8393204042897161,661.0,4.0,1.0,767.5,4.0,4.124999999999999,191.74999999999997,0.39179093059499465,312.0,122.0,50.11050289111056,1.55,0.4357142857142857,0.4230769230769231,1534.0,224.0,896.0,0.5469288604262149,0.6453804347826086,0.2986820063297263,31.02346805736632,12.783333333333333,2.0,2.0,0.12125162972620586,0.5469288604262149,238.0,7.749999999999999,2.0,191.74999999999997,16.0,42.10937500000001,47.906250000000014,0.5360205382843894,94.0,6.0,17.16529816046025,2.3368055555555554,0.11063988095238092,0.09805153991200503,1533.0,1487.0,10289.0,0.24396350999976596,0.428231561822951,0.18684105191516562,8.011089367253748,0.7604166666666666,3.0,3.0,3.0730593607305936,0.24396350999976596,86.0,8.531249999999998,3.0,47.906250000000014,64.0,rRNA
AE006468.2/2801658-2800127,0.0,765.5,-0.014981685655967076,973.0,619.0,131.1764079398426,1.0,1.0,1.0,1531.0,4.0,1.0,0.8373877076938497,1.0,0.9337501442035794,173.03527106466348,255.16666666666666,1.0,1.0,0.003919007184846506,0.8373877076938497,661.0,4.0,1.0,765.5,4.0,4.124999999999999,191.25000000000003,0.3878794745762332,312.0,126.0,50.396552461453155,1.55,0.4357142857142857,0.4230769230769231,1530.0,224.0,896.0,0.5452615108016893,0.6453804347826086,0.29927488531052787,30.984313725490217,12.75,2.0,2.0,0.12156862745098027,0.5452615108016893,240.0,7.749999999999999,2.0,191.25000000000003,16.0,42.109375,47.781249999999986,0.5285225119413436,94.0,6.0,17.311005124992022,2.3368055555555554,0.11063988095238092,0.09805153991200503,1529.0,1487.0,10289.0,0.24422015632762656,0.428231561822951,0.1875485010420189,8.018966644865925,0.7584325396825397,3.0,3.0,3.081098757357753,0.24422015632762656,86.0,8.531249999999998,3.0,47.781249999999986,64.0,rRNA
AE006468.2/3572009-3570478,0.0,765.5,-0.015993998660852687,973.0,619.0,131.1764079398426,1.0,1.0,1.0,1531.0,4.0,1.0,0.8376515318958151,1.0,0.9334533059373352,173.15806662312195,255.16666666666666,1.0,1.0,0.003919007184846508,0.8376515318958151,661.0,4.0,1.0,765.5,4.0,4.125000000000001,191.25,0.390213766921905,312.0,124.0,50.346921455040324,1.55,0.4357142857142857,0.4230769230769231,1530.0,224.0,896.0,0.544710578793559,0.6453804347826086,0.2993709047339208,31.065359477124154,12.75,2.0,2.0,0.12156862745098054,0.544710578793559,240.0,7.749999999999999,2.0,191.25,16.0,42.10937500000001,47.78124999999998,0.5302838528876738,94.0,6.0,17.311005124992022,2.3368055555555554,0.11063988095238092,0.09805153991200503,1529.0,1487.0,10289.0,0.24346625916669437,0.428231561822951,0.18747981017477994,8.029431000654032,0.7584325396825397,3.0,3.0,3.081098757357748,0.24346625916669437,86.0,8.531249999999998,3.0,47.78124999999998,64.0,rRNA
AE006468.2/4100150-4101681,0.0,765.5,-0.018711687390849916,973.0,617.0,132.0388200492567,1.0,1.0,1.0,1531.0,4.0,1.0,0.8373168798706333,1.0,0.933831416116536,173.3696930111038,255.16666666666666,1.0,1.0,0.003919007184846503,0.8373168798706333,663.0,4.0,1.0,765.5,4.0,4.124999999999998,191.24999999999997,0.39311278330789645,310.0,122.0,50.451090176526414,1.55,0.4357142857142857,0.4230769230769231,1530.0,224.0,896.0,0.5492953307163554,0.6453804347826086,0.2995733021000286,31.151633986928115,12.75,2.0,2.0,0.12156862745098021,0.5492953307163554,240.0,7.749999999999999,2.0,191.24999999999997,16.0,42.04687499999999,47.78125,0.5300024048506079,94.0,6.0,17.301976720522426,2.3348214285714284,0.11398809523809524,0.10293200249532128,1529.0,1493.0,10337.0,0.24735293347813822,0.42857348796716793,0.18796517188918743,8.046435578809685,0.7584325396825397,3.0,3.0,3.078482668410725,0.24735293347813822,86.0,8.562500000000002,3.0,47.78125,64.0,rRNA
AE006468.2/289185-290716,0.0,765.5,-0.01624602965557883,975.0,615.0,132.8467161807171,1.0,1.0,1.0,1531.0,4.0,1.0,0.8364976182050073,1.0,0.9337501442035794,173.1841933376875,255.16666666666666,1.0,1.0,0.0039190071848465066,0.8364976182050073,661.0,4.0,1.0,765.5,4.0,4.124999999999999,191.25,0.3906690071321138,314.0,122.0,50.83367486224068,1.55,0.4357142857142857,0.4230769230769231,1530.0,224.0,896.0,0.541164702825004,0.6453804347826086,0.2994093187443488,31.033986928104596,12.75,2.0,2.0,0.12156862745098032,0.541164702825004,238.0,7.749999999999999,2.0,191.25,16.0,42.10937499999999,47.781250000000014,0.5407991116607395,94.0,6.0,17.350674293453267,2.3368055555555554,0.11063988095238092,0.09805153991200503,1529.0,1487.0,10289.0,0.2422956050696434,0.428231561822951,0.18695840619835505,8.029431000654016,0.7584325396825397,3.0,3.0,3.0810987573577493,0.2422956050696434,86.0,8.531249999999998,3.0,47.781250000000014,64.0,rRNA
AE006468.2/4394693-4396225,0.0,766.0,-0.016052041290444595,973.0,617.0,131.7858110723609,1.0,1.0,1.0,1532.0,4.0,1.0,0.8381211799387212,1.0,0.9335212643282752,173.29634464751933,255.33333333333334,1.0,1.0,0.003916449086161885,0.8381211799387212,661.0,4.0,1.0,766.0,4.0,4.124999999999999,191.375,0.39266149610764567,312.0,122.0,50.41065735536485,1.55,0.4357142857142857,0.4230769230769231,1531.0,224.0,896.0,0.5455600585917468,0.6453804347826086,0.2986808152989764,30.99999999999996,12.758333333333333,2.0,2.0,0.1214892227302417,0.5455600585917468,238.0,7.749999999999999,2.0,191.375,16.0,42.10937500000001,47.81250000000001,0.5379960574879601,94.0,6.0,17.22631979704313,2.3368055555555554,0.11063988095238092,0.09805153991200503,1530.0,1487.0,10289.0,0.24366065182286611,0.428231561822951,0.1870128208233715,8.01437908496733,0.7589285714285714,3.0,3.0,3.0790849673202656,0.24366065182286611,86.0,8.531249999999998,3.0,47.81250000000001,64.0,rRNA
AE006468.2/2799768-2796761,0.0,1503.5,-0.03339788273691243,1896.0,1205.0,260.3464038545568,1.0,1.0,1.0,3007.0,4.0,1.0,0.8356869547624559,1.0,0.9373377127308283,338.36282008646526,501.1666666666667,1.0,1.0,0.0019953441968739672,0.8356869547624559,1312.0,4.0,1.0,1503.5,4.0,4.125,375.75000000000006,0.3841972445183337,584.0,220.0,102.19008024265369,1.55,0.4357142857142857,0.4230769230769231,3006.0,224.0,896.0,0.5740207806577596,0.6453804347826086,0.30016419835387304,61.198270126413775,25.05,2.0,2.0,0.06187624750499011,0.5740207806577596,480.0,7.749999999999999,2.0,375.75000000000006,16.0,41.625000000000014,93.90625000000001,0.479524990708284,180.0,34.0,36.41030020389148,2.3214285714285716,0.11339285714285714,0.10144927536231885,3005.0,1544.0,10844.0,0.33909760971618513,0.4310152433183256,0.1820355910051189,15.57570715474209,1.4905753968253967,3.0,3.0,1.557404326123126,0.33909760971618513,180.0,8.687500000000004,3.0,93.90625000000001,64.0,rRNA
AE006468.2/3570080-3567089,0.0,1495.5,-0.030574224790684976,1874.0,1215.0,253.84296326666217,1.0,1.0,1.0,2991.0,4.0,1.0,0.8392285409635422,1.0,0.9373607406137645,337.38649281176856,498.5,1.0,1.0,0.0020060180541624875,0.8392285409635422,1308.0,4.0,1.0,1495.5,4.0,4.124999999999999,373.75,0.39833738254397655,566.0,224.0,99.08992128365024,1.55,0.4357142857142857,0.4230769230769231,2990.0,224.0,896.0,0.5909344072750056,0.6453804347826086,0.29791590020185643,60.509030100334456,24.916666666666668,2.0,2.0,0.06220735785953189,0.5909344072750056,486.0,7.749999999999999,2.0,373.75,16.0,41.62500000000001,93.40625000000001,0.4788380558818693,178.0,36.0,35.409090795126325,2.3214285714285716,0.11339285714285714,0.10144927536231885,2989.0,1544.0,10844.0,0.33358023061905534,0.4310152433183256,0.18132066102598918,15.438942790230865,1.4826388888888888,3.0,3.0,1.565741050518571,0.33358023061905534,178.0,8.687500000000004,3.0,93.40625000000001,64.0,rRNA
AE006468.2/4353199-4356190,0.0,1495.5,-0.029755215944002794,1874.0,1215.0,253.84296326666217,1.0,1.0,1.0,2991.0,4.0,1.0,0.8389099583591402,1.0,0.9375745324826457,337.4165830825817,498.5,1.0,1.0,0.0020060180541624797,0.8389099583591402,1310.0,4.0,1.0,1495.5,4.0,4.125000000000001,373.74999999999994,0.40072701971297386,564.0,228.0,99.00915361722875,1.55,0.4357142857142857,0.4230769230769231,2990.0,224.0,896.0,0.5927816555910641,0.6453804347826086,0.29801401851205334,60.49297658862878,24.916666666666668,2.0,2.0,0.06220735785953179,0.5927816555910641,490.0,7.749999999999999,2.0,373.74999999999994,16.0,41.62500000000001,93.40624999999997,0.48051029424434294,180.0,38.0,35.32780365289498,2.3214285714285716,0.11339285714285714,0.10144927536231885,2989.0,1544.0,10844.0,0.32404367276801416,0.4310152433183256,0.18110918180068672,15.434928069588498,1.4826388888888888,3.0,3.0,1.5657410505185658,0.32404367276801416,180.0,8.687500000000004,3.0,93.40624999999997,64.0,rRNA
AE006468.2/4198128-4201119,0.0,1495.5,-0.027551731715619754,1876.0,1219.0,254.535361001178,1.0,1.0,1.0,2991.0,4.0,1.0,0.8381627730044241,1.0,0.9376758839327308,337.4239384821114,498.5,1.0,1.0,0.002006018054162486,0.8381627730044241,1310.0,4.0,1.0,1495.5,4.0,4.125,373.75,0.4015738988280953,566.0,230.0,99.29407081996386,1.55,0.4357142857142857,0.4230769230769231,2990.0,224.0,896.0,0.5894442014865107,0.6453804347826086,0.29809936988868874,60.50501672240805,24.916666666666668,2.0,2.0,0.06220735785953176,0.5894442014865107,492.0,7.749999999999999,2.0,373.75,16.0,41.62500000000001,93.40625,0.48470396439350494,180.0,40.0,35.39496731086921,2.3214285714285716,0.11339285714285714,0.10144927536231885,2989.0,1544.0,10844.0,0.3239620155942163,0.4310152433183256,0.18094692322529912,15.432251589160215,1.4826388888888888,3.0,3.0,1.5657410505185683,0.3239620155942163,180.0,8.687500000000004,3.0,93.40625,64.0,rRNA
AE006468.2/4396623-4399614,0.0,1495.5,-0.03137951659633785,1876.0,1213.0,255.1416273366618,1.0,1.0,1.0,2991.0,4.0,1.0,0.838478428659016,1.0,0.9375684069515146,337.5997993981952,498.5,1.0,1.0,0.002006018054162489,0.838478428659016,1310.0,4.0,1.0,1495.5,4.0,4.125,373.74999999999994,0.3979866818547854,566.0,224.0,99.67603774227786,1.55,0.4357142857142857,0.4230769230769231,2990.0,224.0,896.0,0.5910897589702612,0.6453804347826086,0.2982007842116001,60.60535117056858,24.916666666666668,2.0,2.0,0.06220735785953184,0.5910897589702612,488.0,7.749999999999999,2.0,373.74999999999994,16.0,41.62499999999999,93.40625,0.4788581265911902,180.0,36.0,35.60447599582811,2.3214285714285716,0.11339285714285714,0.10144927536231885,2989.0,1544.0,10844.0,0.32786538406557725,0.4310152433183256,0.18145164172841516,15.473737035797933,1.4826388888888888,3.0,3.0,1.5657410505185692,0.32786538406557725,180.0,8.687500000000004,3.0,93.40625,64.0,rRNA
AE006468.2/4102040-4105031,0.0,1495.5,-0.030117834470446133,1878.0,1213.0,256.2289015704513,1.0,1.0,1.0,2991.0,4.0,1.0,0.8377898036251792,1.0,0.9376543707593796,337.6345703778003,498.5,1.0,1.0,0.0020060180541624914,0.8377898036251792,1310.0,4.0,1.0,1495.5,4.0,4.125,373.75,0.3984528860533478,568.0,224.0,100.17640690302282,1.55,0.4357142857142857,0.4230769230769231,2990.0,224.0,896.0,0.5881557183755959,0.6453804347826086,0.2983854878248646,60.67759197324417,24.916666666666668,2.0,2.0,0.06220735785953174,0.5881557183755959,490.0,7.749999999999999,2.0,373.75,16.0,41.625,93.40624999999997,0.4808402270699728,180.0,36.0,35.82846230216279,2.3214285714285716,0.11339285714285714,0.10144927536231885,2989.0,1544.0,10844.0,0.32812293120260144,0.4310152433183256,0.18155016351585979,15.509869521579132,1.4826388888888888,3.0,3.0,1.5657410505185676,0.32812293120260144,180.0,8.687500000000004,3.0,93.40624999999997,64.0,rRNA
