nameseq,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3,label
CP025209.1/2120244-2118809,0.637594729365969,0.7465872461256207,0.7652026738665697,0.76843230230425,0.7690119271581951,rRNA
CP025209.1/679104-680612,0.6341316609146311,0.7453453577073649,0.7648958553263103,0.7683535456931213,0.7689956963033996,rRNA
CP025209.1/2120244-2118812,0.637479419333192,0.7465467731822274,0.7651921269501106,0.768429101022074,0.7690111214551294,rRNA
CP025209.1/680981-684066,0.6338422181615447,0.744500788515066,0.7645846296441853,0.7682961875581479,0.7690129393022975,rRNA
CP025209.1/2118475-2115460,0.6348023600080096,0.7448063680282795,0.7646604142165057,0.7683203042304002,0.7690168067209511,rRNA
CP025209.1/680982-684067,0.6337925390891985,0.744500788515066,0.7645802783859318,0.7682966368289286,0.7690130693645834,rRNA
CP025209.1/2118474-2115459,0.6348023600080096,0.7447908408893101,0.7646588660545718,0.7683198833057907,0.7690169741256133,rRNA
CP025209.1/681143-684122,0.6344787321228275,0.7447045146781401,0.764622813174157,0.7683046483024845,0.7690114577224088,rRNA
CP025209.1/2118319-2115405,0.6351153422356356,0.7448407611732399,0.7646529691617876,0.7683165709417162,0.7690142562140028,rRNA
NC_018014.1/929823-929939,0.6368322102605647,0.7454974823039063,0.7636328836885676,0.7667020961119136,0.7674970757060812,rRNA
NC_018014.1/926706-926859,0.6319249018510446,0.7432018733777835,0.7636295492292366,0.7672017493758636,0.7678232923197589,rRNA
NC_018014.1/924354-925855,0.637509844287905,0.7463583082956631,0.7651207016111436,0.7684105542901228,0.7690155612350242,rRNA
NC_018014.1/924359-925853,0.6373103194970153,0.7463129617293531,0.7651139608030146,0.768409458008295,0.7690154767099447,rRNA
NC_018014.1/924359-925850,0.6372067826769167,0.7462821718999018,0.7651090846381737,0.7684081321258311,0.7690150763952387,rRNA
NC_018014.1/2076795-2079744,0.6376521605563379,0.7463341709259645,0.7651580485074732,0.7684617947337953,0.769059593320563,rRNA
NC_018014.1/926693-929642,0.6376441872159937,0.7463317515446017,0.7651573518659527,0.7684609934346532,0.7690593871686026,rRNA
NC_018014.1/2076796-2079745,0.6376521605563379,0.7463382513898468,0.7651610751887776,0.7684627871923838,0.7690596563670014,rRNA
NC_018014.1/926694-929643,0.6376441872159937,0.7463358243165922,0.7651603785472572,0.7684619858932419,0.769059450215041,rRNA
NC_018014.1/2076956-2079733,0.6378093177216668,0.7463552970363253,0.765165301355741,0.768461797852346,0.7690571154601157,rRNA
NC_018014.1/926854-929631,0.6378027578560783,0.7463526955994795,0.7651640137378695,0.7684607721567902,0.7690568415508011,rRNA
NZ_LT629973.1/908764-908649,0.6119748281331974,0.7328113375328359,0.7580488613392625,0.764749563314691,0.7666483242324345,rRNA
NZ_LT629973.1/913847-912334,0.6353839228216915,0.7458093439317152,0.7650077090952752,0.7683798770163617,0.7690021961432315,rRNA
NZ_LT629973.1/913842-912336,0.635080993627228,0.7457175898998214,0.7649906999091484,0.7683758569817134,0.7690010704918779,rRNA
NZ_LT629973.1/913842-912339,0.6349573394232063,0.7456791241619685,0.7649804072161878,0.7683725559469536,0.7690002382935172,rRNA
NZ_LT629973.1/911757-908933,0.6364338522299436,0.7457714041719269,0.7649728570586338,0.7684052888415688,0.7690437324566222,rRNA
NZ_LT629973.1/911756-908932,0.6364763877891763,0.745787505009263,0.7649783600916592,0.7684074633056078,0.7690443607062825,rRNA
NZ_LT629973.1/911595-908936,0.6366994326755421,0.7458905861037921,0.7650035532735975,0.7684092238978295,0.769043393602399,rRNA
NZ_CP073100.1/279304-279419,0.6311316756796135,0.7419171274321011,0.7619854193562479,0.766227509089241,0.7671713539065651,rRNA
NZ_CP073100.1/276248-276400,0.6376583380475028,0.7456289282551567,0.763826337859821,0.7672726870855482,0.7678034808161504,rRNA
NZ_CP073100.1/274061-275598,0.6367221709715346,0.7462359090509968,0.7650932016638217,0.7683917506044196,0.7690047248332711,rRNA
NZ_CP073100.1/4919751-4921284,0.6369407468831885,0.7463232225872031,0.7651150534212976,0.7683941477263451,0.7690036795169158,rRNA
NZ_CP073100.1/274066-275596,0.6363897032992276,0.7461362703295531,0.7650742104348485,0.7683888539886838,0.7690033041784106,rRNA
NZ_CP073100.1/4919756-4921282,0.6366133615101383,0.746223469795991,0.7650954206468827,0.7683910577634147,0.7690022473498862,rRNA
NZ_CP073100.1/274066-275593,0.6362883423168412,0.74610613253329,0.7650644565909679,0.7683857406445402,0.7690025981559073,rRNA
NZ_CP073100.1/4919756-4921279,0.6365118751620212,0.7461930281959025,0.7650854937713399,0.7683879486323321,0.7690015357780959,rRNA
NZ_CP073100.1/276235-279060,0.6381192271475169,0.7464948157060296,0.7651119485264809,0.7684356032482521,0.7690454741043596,rRNA
NZ_CP073100.1/4921918-4924740,0.6381955828742727,0.7465136960844998,0.7651143372314976,0.768435829127289,0.7690452278772077,rRNA
NZ_CP073100.1/276236-279061,0.6381642249564611,0.7465033231572602,0.7651159148944765,0.7684358354664587,0.7690454741043596,rRNA
NZ_CP073100.1/4921919-4924741,0.638240086100634,0.746522224351457,0.7651183133077026,0.768436061914082,0.7690452278772077,rRNA
NZ_CP073100.1/4922082-4924728,0.6380286628028247,0.7463813207911021,0.7650879628137127,0.768424283280137,0.7690388989132412,rRNA
NZ_CP073100.1/276399-279048,0.6379475482253164,0.7463626124742387,0.7650858813446333,0.7684242833659432,0.7690391586991828,rRNA
CP035288.1/813521-813635,0.6392087367039282,0.7460257126993529,0.763725543402614,0.7668665529028533,0.7673658828401406,rRNA
CP035288.1/1020593-1022143,0.6393691905375075,0.747161657842561,0.7653454196054752,0.7684772361971982,0.769026584345374,rRNA
CP035288.1/808715-810265,0.6393691905375075,0.7471582241688305,0.7653493851562788,0.7684787082460655,0.7690269186065215,rRNA
CP035288.1/1020598-1022141,0.6391749843434308,0.7471077521125968,0.765335438694934,0.7684754512605625,0.7690260107938177,rRNA
CP035288.1/808720-810263,0.639171312732278,0.7471034478204083,0.7653391615784662,0.7684769387344756,0.7690263485598431,rRNA
CP035288.1/1020598-1022138,0.6390720718130183,0.7470745997708661,0.7653277145341836,0.7684734882089181,0.7690254359353005,rRNA
CP035288.1/808720-810260,0.6390690025092571,0.7470702761687879,0.7653314541301593,0.7684749823646165,0.769025775219571,rRNA
CP035288.1/810527-813450,0.6380234892352354,0.7463881305694374,0.7651812750186279,0.7684642930359293,0.7690583900723812,rRNA
CP035288.1/810529-813450,0.6380147475770027,0.7463926909167606,0.7651825786671173,0.7684639413043144,0.7690582433992916,rRNA
CP035288.1/810692-813439,0.6379916686896762,0.746310611270239,0.7651517292825258,0.7684533216562636,0.7690527808165148,rRNA
NC_007795.1/492125-492239,0.6420831895501369,0.745983804014766,0.7637626919413077,0.7667249097341882,0.7673658828401406,rRNA
NC_007795.1/453734-453847,0.6417147264901829,0.7458965684785623,0.763602863893416,0.7666878811483956,0.7673875632198536,rRNA
NC_007795.1/495030-495184,0.6359981135165707,0.7446918383589902,0.7636101176014054,0.7672249445204822,0.7678809526264456,rRNA
NC_007795.1/1906484-1904933,0.6394008706650783,0.7471137026031657,0.7653082643144006,0.7684707470538348,0.7690276455184887,rRNA
NC_007795.1/493100-494651,0.6394069337430667,0.7471245956451038,0.7653172469731085,0.768470675285706,0.7690279655657118,rRNA
NC_007795.1/2127953-2126402,0.6393821693140889,0.7471151896307396,0.7653114696591506,0.7684687622344599,0.769027701427678,rRNA
NC_007795.1/448820-450372,0.6395097371280234,0.747158877966499,0.7653290053728846,0.7684718568068425,0.7690282916682812,rRNA
NC_007795.1/2244355-2242802,0.6394739050862249,0.7471456888053556,0.7653238352845003,0.7684722664375826,0.769028315668499,rRNA
NC_007795.1/1906479-1904935,0.6392191103458058,0.7470631461795593,0.7652986759406589,0.7684694566313819,0.7690272494564518,rRNA
NC_007795.1/493105-494649,0.6392178882936117,0.7470721461275178,0.7653072575045295,0.7684694217018418,0.7690275728573294,rRNA
NC_007795.1/448825-450370,0.6393245762050034,0.7471070730805819,0.7653191193713054,0.7684706107695416,0.7690279011740898,rRNA
NC_007795.1/2127948-2126404,0.6391922155001095,0.7470626806714089,0.7653017035012896,0.7684674886174904,0.7690273059514924,rRNA
NC_007795.1/2244350-2242804,0.6392838484590431,0.7470932281756587,0.7653138757275192,0.7684710198728196,0.7690279242262829,rRNA
NC_007795.1/1906479-1904938,0.639114214486781,0.7470289914616509,0.7652898095873761,0.7684667692753514,0.7690265484027693,rRNA
NC_007795.1/493105-494646,0.639114214486781,0.7470384197101764,0.7652986890887674,0.7684667341890087,0.7690268732563749,rRNA
NC_007795.1/448825-450367,0.6392228834504696,0.7470738587816163,0.7653106020955296,0.768467929723048,0.7690272033223924,rRNA
NC_007795.1/2127948-2126407,0.6390884266697175,0.7470289118177863,0.7652931101691917,0.7684647924268238,0.7690266051515875,rRNA
NC_007795.1/2244350-2242807,0.6391822509126335,0.7470603079514054,0.7653055785608399,0.7684683417883815,0.7690272267523596,rRNA
NC_007795.1/2125855-2122931,0.6381073274456276,0.7464308987445583,0.7651873440723395,0.768464536155078,0.769057525554343,rRNA
NC_007795.1/495016-497940,0.6381073274456276,0.7464260073907321,0.765186851721357,0.7684641700016881,0.7690572884540958,rRNA
NC_007795.1/1904459-1901536,0.6380821753389229,0.7464151097241393,0.7651810820676707,0.7684635026057604,0.7690569878899056,rRNA
NC_007795.1/450737-453661,0.6380992478632899,0.7464217041772822,0.7651859772418946,0.7684642611917079,0.7690576625222815,rRNA
NC_007795.1/2125853-2122931,0.6381010781107589,0.746436017319576,0.7651887315259249,0.7684641845460202,0.7690573473122749,rRNA
NC_007795.1/495018-497940,0.6381010781107589,0.7464310028962818,0.7651881552168517,0.7684638178155564,0.7690571098382192,rRNA
NC_007795.1/450739-453661,0.6380933636237788,0.7464269381813575,0.7651873625420331,0.7684639091492957,0.7690574844961549,rRNA
NC_007795.1/1904457-1901536,0.6380761796694456,0.7464200935764732,0.7651823790644383,0.7684631004678053,0.76905680878104,rRNA
NC_007795.1/2125690-2122942,0.6381067953387062,0.7463872536660097,0.7651651226195249,0.768457186248243,0.7690529697569849,rRNA
NC_007795.1/450902-453650,0.6380884954300811,0.7463708098765266,0.7651598000910075,0.7684557063965025,0.7690527976279175,rRNA
NC_007795.1/495181-497929,0.6381067953387062,0.7463828556016618,0.7651648743959389,0.7684568579991837,0.7690527855687873,rRNA
NC_007795.1/1904294-1901547,0.6380803508833873,0.7463692191910255,0.7651571009839468,0.7684556496030475,0.7690523296233626,rRNA
U00096.3/4040519-4040634,0.6264387467269528,0.7418195483796514,0.7623719921493745,0.7663376329316524,0.7672148969070954,rRNA
U00096.3/4171639-4171754,0.6246883171613091,0.7405338819947959,0.762076971432042,0.766156194376008,0.7670842679055047,rRNA
U00096.3/3941808-3943349,0.6370664667314543,0.7463149700260575,0.7651509038766603,0.7684085832296409,0.7690130456545087,rRNA
U00096.3/3428762-3427221,0.6370242531991521,0.746258827367717,0.7651285001767963,0.7684097604558104,0.7690148198425142,rRNA
U00096.3/2731157-2729616,0.6369148545969862,0.7462436429149054,0.7651089569728768,0.7683997493384501,0.7690114644671494,rRNA
U00096.3/4035531-4037072,0.6371368402948877,0.7463351985622098,0.7651413149189554,0.7684047374436238,0.7690127034801983,rRNA
U00096.3/4166659-4168200,0.637025990745104,0.7462877965880099,0.765129668078877,0.7684012769690928,0.7690115721301429,rRNA
U00096.3/223771-225312,0.6371821567083689,0.7463060225864117,0.7651414893794717,0.7684039925524853,0.7690120095650598,rRNA
U00096.3/3941813-3943347,0.6368823962506821,0.7462658128581394,0.7651395849931498,0.7684073343256574,0.7690124940543068,rRNA
U00096.3/4035536-4037070,0.6369545597149288,0.7462873900564794,0.7651304573481772,0.768403448003654,0.7690121482709916,rRNA
U00096.3/3428757-3427223,0.6368345735136465,0.7462104825733143,0.7651175180263912,0.7684083011230748,0.7690142869551513,rRNA
U00096.3/4166664-4168198,0.6368407266096653,0.7462391053231254,0.7651186878264759,0.7683999510544601,0.7690110049882823,rRNA
U00096.3/2731152-2729618,0.6367206826694326,0.7461941889838865,0.7650980540831459,0.7683984073220337,0.7690108961897382,rRNA
U00096.3/223776-225310,0.6369995904703145,0.7462578376523784,0.7651308566492272,0.7684026581470695,0.7690113407017887,rRNA
U00096.3/3941813-3943344,0.6367713147936169,0.7462328349536478,0.76513349470667,0.7684047465193823,0.7690119641669562,rRNA
U00096.3/223776-225307,0.6368895994559762,0.7462256378244108,0.7651244343077253,0.7683999155777175,0.7690108055995883,rRNA
U00096.3/3428757-3427226,0.6367245376691153,0.7461772609537451,0.7651112901635818,0.7684058827783024,0.7690137651743495,rRNA
U00096.3/4166664-4168195,0.636728803828986,0.7462064131817757,0.7651125031777357,0.7683973298868012,0.7690104683681632,rRNA
U00096.3/4035536-4037067,0.6368437576620711,0.7462549158048015,0.7651243258453342,0.7684008426369946,0.7690116168201919,rRNA
U00096.3/2731152-2729621,0.6366094787344153,0.7461608878695234,0.7650914836199236,0.7683957791790045,0.7690103590776896,rRNA
U00096.3/4210042-4212945,0.6367378471542271,0.7460195891262679,0.7650116270852119,0.7684146190341944,0.769050702825857,rRNA
U00096.3/2729185-2726282,0.6367378471542271,0.7460117966597244,0.7650016125986948,0.7684125302014759,0.7690503862619578,rRNA
U00096.3/4037518-4040422,0.6367867062664899,0.7460009113360403,0.7649955106366144,0.7684070088413077,0.769048451067669,rRNA
U00096.3/225758-228661,0.6367663023261031,0.7459989709078915,0.7649969820556022,0.768408988428776,0.7690497026045671,rRNA
U00096.3/3943703-3946606,0.6367704339486435,0.7460493901192534,0.7650186372174448,0.7684158065246469,0.7690507436476992,rRNA
U00096.3/3426784-3423881,0.6367432029952765,0.7460128156649315,0.764995018596822,0.7684089690978619,0.7690491949289422,rRNA
U00096.3/2729184-2726281,0.636768130075788,0.7460245603837927,0.7650059672948549,0.7684134960363794,0.7690505989501859,rRNA
U00096.3/4210043-4212946,0.636768130075788,0.7460325808417141,0.7650158894921617,0.7684155848690978,0.7690509155140852,rRNA
U00096.3/225759-228662,0.6367964428430624,0.7460119626233376,0.7650011788640932,0.7684099542636795,0.7690499152927953,rRNA
U00096.3/4037519-4040423,0.6368168229253843,0.7460138927642076,0.7649997696672843,0.7684079091110579,0.7690486635873093,rRNA
U00096.3/3943704-3946607,0.6368012650017859,0.7460625080422657,0.7650227420932955,0.7684167075083179,0.7690509563359275,rRNA
U00096.3/3426783-3423880,0.6367738512661577,0.7460257054257451,0.764999215405313,0.7684098700815329,0.7690494076171704,rRNA
U00096.3/2729025-2726292,0.636491719557707,0.7458985838386641,0.7649896621299286,0.7684132735842337,0.7690490475679125,rRNA
U00096.3/4210202-4212933,0.6365264535083829,0.7459157930336499,0.7650025371728395,0.7684157253257025,0.7690494789247464,rRNA
U00096.3/4037678-4040410,0.6365834560692002,0.7458959451269545,0.764985557036483,0.7684081037441107,0.7690473824781819,rRNA
U00096.3/225918-228649,0.6365619152839419,0.745895934055182,0.7649871243697327,0.7684102547718001,0.7690483587598145,rRNA
U00096.3/3943863-3946594,0.6365642361169237,0.7459500591955549,0.7650111125994474,0.7684176232781289,0.7690496793411429,rRNA
U00096.3/3426624-3423891,0.6364991515340332,0.7459008183606792,0.7649832681715816,0.7684099961646149,0.7690480703995421,rRNA
NZ_CP071878.1/5348415-5348526,0.6371681408301759,0.744450927617512,0.7629110841977221,0.7664948349755301,0.7672458010408105,rRNA
NZ_CP071878.1/5345236-5345383,0.6314035056724651,0.7416050883556021,0.7625765954897842,0.7667858332574856,0.7676798218493596,rRNA
NZ_CP071878.1/6235097-6236616,0.6386361997930936,0.746979370982178,0.7652987511483071,0.7684553791251548,0.7690252467466302,rRNA
NZ_CP071878.1/5921547-5923062,0.6386465372518194,0.7469962618319967,0.765303336384206,0.7684550432454902,0.7690253340938581,rRNA
NZ_CP071878.1/5343015-5344533,0.6385440239874368,0.7469594415909229,0.7652921064216269,0.7684516648990637,0.7690243939855541,rRNA
NZ_CP071878.1/6235102-6236614,0.6385196483289284,0.746948868007595,0.7652949618825576,0.7684537490436232,0.7690244753666946,rRNA
NZ_CP071878.1/5921552-5923060,0.6385329115727743,0.7469665734052415,0.7652997181883581,0.7684534282404439,0.7690245665324514,rRNA
NZ_CP071878.1/5343020-5344531,0.6384270058816025,0.7469293005970363,0.765288266509093,0.76844999971684,0.769023614189797,rRNA
NZ_CP071878.1/5921552-5923057,0.6384150524472448,0.7469276298817802,0.7652915399622308,0.7684510661780106,0.7690239823552788,rRNA
NZ_CP071878.1/6235102-6236611,0.6384029410169757,0.746910555444584,0.7652867496553988,0.7684513905671988,0.7690238910720368,rRNA
NZ_CP071878.1/5343020-5344528,0.6383082968942799,0.7468896981505871,0.7652797416426885,0.7684476235108109,0.7690230258657369,rRNA
